9.999999999999997780e-01,2.243970376388452204e-01,1.339178960013950315e-01,2.342439053469451693e-01,2.088853403618245452e-01,2.304886114323221324e-01,1.424363550716545024e-01,2.263781323881116359e-01,1.570805501960739203e-01,1.197077378589918584e-01,1.215110781839535969e-01,2.022886949696694192e-01,1.862120366695428908e-01,1.306384222746141410e-01,1.748949264390412539e-01,2.010631042509746225e-01,1.653011741590728056e-01
2.243970376388452204e-01,1.000000000000000000e+00,1.615753520784569408e-01,1.991509944953502587e-01,2.442760362643133232e-01,1.744078938176994442e-01,1.555231582719478201e-01,2.677754725580812067e-01,2.452633560999054052e-01,1.061988488107182965e-01,1.207345262209851139e-01,2.243257925242355955e-01,1.356985290359178364e-01,5.794800864232688142e-02,1.491905987582151927e-01,1.895216842590178308e-01,2.688530442058143510e-01
1.339178960013950315e-01,1.615753520784569408e-01,1.000000000000000000e+00,2.844163553272629485e-01,1.772501749535745907e-01,1.666793694346182242e-01,1.297084835000645309e-01,1.561737618886060441e-01,1.087135145848786844e-01,7.267390469753771953e-02,9.737468746063639158e-02,1.105275117740409652e-01,9.084238087192214595e-02,5.948239700305757438e-02,8.575894485643643927e-02,1.430440981379982601e-01,1.693464086920655198e-01
2.342439053469451693e-01,1.991509944953502587e-01,2.844163553272629485e-01,9.999999999999998890e-01,2.796337703625385585e-01,1.237283494331080647e-01,1.363467349233809522e-01,1.650420140350969123e-01,1.563794365108946705e-01,2.151742559587095094e-01,1.491947612786788391e-01,1.174750495031384456e-01,1.103457722865177071e-01,4.585284086144390120e-02,7.812821155030895415e-02,2.137185632315560524e-01,1.942761989498090480e-01
2.088853403618245452e-01,2.442760362643133232e-01,1.772501749535745907e-01,2.796337703625385585e-01,1.000000000000000222e+00,1.094220273831021384e-01,6.189844605901730079e-02,2.768182661791332433e-01,1.622693850946335115e-01,1.180800712868147057e-01,8.629840194223722949e-02,1.265253426610610799e-01,9.661096741648475539e-02,5.271632637724968373e-02,7.057508704831610968e-02,1.876239765156700046e-01,1.834352701403943187e-01
2.304886114323221324e-01,1.744078938176994442e-01,1.666793694346182242e-01,1.237283494331080647e-01,1.094220273831021384e-01,9.999999999999997780e-01,2.272843225242474063e-01,1.343968005571561097e-01,2.389548341249405627e-01,1.149636261534310727e-01,1.568387502318772941e-01,1.457038762875490223e-01,2.299272523068621454e-01,1.042292372877178797e-01,2.558216400902424414e-01,1.448211115908730751e-01,2.143127143128214784e-01
1.424363550716545024e-01,1.555231582719478201e-01,1.297084835000645309e-01,1.363467349233809522e-01,6.189844605901730079e-02,2.272843225242474063e-01,1.000000000000000000e+00,2.044405007999807455e-01,3.803576773838402425e-01,1.672283512653659765e-01,1.222182483154350269e-01,2.402028867370366860e-01,1.920029218231979751e-01,1.076271499132115950e-01,1.315587028960543692e-01,1.287364446529920825e-01,1.667763518820052637e-01
2.263781323881116359e-01,2.677754725580812067e-01,1.561737618886060441e-01,1.650420140350969123e-01,2.768182661791332433e-01,1.343968005571561097e-01,2.044405007999807455e-01,9.999999999999998890e-01,3.297344874512903035e-01,2.016473509256651309e-01,1.473732523289353058e-01,2.300094516016394919e-01,1.163350101494221855e-01,7.031504823708571716e-02,1.255143264884377718e-01,2.051681255252472968e-01,3.052233449829495626e-01
1.570805501960739203e-01,2.452633560999054052e-01,1.087135145848786844e-01,1.563794365108946705e-01,1.622693850946335115e-01,2.389548341249405627e-01,3.803576773838402425e-01,3.297344874512903035e-01,1.000000000000000222e+00,1.989019663776464275e-01,2.024751825862964871e-01,2.106723573133860161e-01,1.846946830649573990e-01,8.050450135613962388e-02,1.149622280901637233e-01,1.610738255033557220e-01,3.310613921582935548e-01
1.197077378589918584e-01,1.061988488107182965e-01,7.267390469753771953e-02,2.151742559587095094e-01,1.180800712868147057e-01,1.149636261534310727e-01,1.672283512653659765e-01,2.016473509256651309e-01,1.989019663776464275e-01,9.999999999999997780e-01,1.153968092673849227e-01,1.257861840820245491e-01,6.766917293233080943e-02,5.680626284943387366e-02,6.084046019137624717e-02,1.491764747832348137e-01,1.635244253651475244e-01
1.215110781839535969e-01,1.207345262209851139e-01,9.737468746063639158e-02,1.491947612786788391e-01,8.629840194223722949e-02,1.568387502318772941e-01,1.222182483154350269e-01,1.473732523289353058e-01,2.024751825862964871e-01,1.153968092673849227e-01,1.000000000000000222e+00,1.378955807833627811e-01,1.153968092673849227e-01,4.981998724214081742e-02,4.446503487614641981e-02,1.090250983156981074e-01,1.536573178131395712e-01
2.022886949696694192e-01,2.243257925242355955e-01,1.105275117740409652e-01,1.174750495031384456e-01,1.265253426610610799e-01,1.457038762875490223e-01,2.402028867370366860e-01,2.300094516016394919e-01,2.106723573133860161e-01,1.257861840820245491e-01,1.378955807833627811e-01,1.000000000000000000e+00,9.148086115056329459e-02,2.159872554000389633e-01,1.792776289095344699e-01,1.728593701032910823e-01,2.013279894271738368e-01
1.862120366695428908e-01,1.356985290359178364e-01,9.084238087192214595e-02,1.103457722865177071e-01,9.661096741648475539e-02,2.299272523068621454e-01,1.920029218231979751e-01,1.163350101494221855e-01,1.846946830649573990e-01,6.766917293233080943e-02,1.153968092673849227e-01,9.148086115056329459e-02,9.999999999999997780e-01,1.760994148332450104e-01,2.509668982894270317e-01,1.491764747832348137e-01,1.790981801618282410e-01
1.306384222746141410e-01,5.794800864232688142e-02,5.948239700305757438e-02,4.585284086144390120e-02,5.271632637724968373e-02,1.042292372877178797e-01,1.076271499132115950e-01,7.031504823708571716e-02,8.050450135613962388e-02,5.680626284943387366e-02,4.981998724214081742e-02,2.159872554000389633e-01,1.760994148332450104e-01,1.000000000000000222e+00,3.045273006760617629e-01,8.050450135613962388e-02,8.824750915115443795e-02
1.748949264390412539e-01,1.491905987582151927e-01,8.575894485643643927e-02,7.812821155030895415e-02,7.057508704831610968e-02,2.558216400902424414e-01,1.315587028960543692e-01,1.255143264884377718e-01,1.149622280901637233e-01,6.084046019137624717e-02,4.446503487614641981e-02,1.792776289095344699e-01,2.509668982894270317e-01,3.045273006760617629e-01,1.000000000000000000e+00,1.221473673457989656e-01,1.102669893168507914e-01
2.010631042509746225e-01,1.895216842590178308e-01,1.430440981379982601e-01,2.137185632315560524e-01,1.876239765156700046e-01,1.448211115908730751e-01,1.287364446529920825e-01,2.051681255252472968e-01,1.610738255033557220e-01,1.491764747832348137e-01,1.090250983156981074e-01,1.728593701032910823e-01,1.491764747832348137e-01,8.050450135613962388e-02,1.221473673457989656e-01,1.000000000000000222e+00,3.384183119840334375e-01
1.653011741590728056e-01,2.688530442058143510e-01,1.693464086920655198e-01,1.942761989498090480e-01,1.834352701403943187e-01,2.143127143128214784e-01,1.667763518820052637e-01,3.052233449829495626e-01,3.310613921582935548e-01,1.635244253651475244e-01,1.536573178131395712e-01,2.013279894271738368e-01,1.790981801618282410e-01,8.824750915115443795e-02,1.102669893168507914e-01,3.384183119840334375e-01,1.000000000000000222e+00
